"location_name","iso3","wb2021","cause","pp_aware","pp_trt","pp_ctrl","pp_initiation","pp_adherence","sp_aware","sp_trt","sp_ctrl","sp_initiation","sp_adherence"
"Tunisia","TUN","LMIC","ihd",0.448246339832541,0.177628551322995,0.0706094596306873,0.396274404358449,0.397511881422108,0.667,0.181918023715121,0.0303196706191868,0.272740665240062,0.166666666666667
"Turkey","TUR","UMIC","ihd",0.610961620186601,0.313173030577401,0.175273209247133,0.512590349753476,0.559668911859937,0.667,0.368250318208972,0.100431904966083,0.552099427599658,0.272727272727273
"Turkmenistan","TKM","UMIC","ihd",0.559066303509865,0.224834188043566,0.056918696670479,0.402160149220295,0.253158548376326,0.667,0.270754598986831,0.0738421633600448,0.40592893401324,0.272727272727273
"Uganda","UGA","LIC","ihd",0.304734367640081,0.0706230375957781,0.0306753890152,0.231752782407497,0.434353860432559,0.667,0.032763534567255,0.00819088364181376,0.0491207414801425,0.25
"Ukraine","UKR","LMIC","ihd",0.656465301969299,0.240645649144631,0.0672936835812029,0.366577865460261,0.279638064599948,0.667,0.201718755588901,0.0336197925981502,0.30242691992339,0.166666666666667
"United Arab Emirates","ARE","HIC","ihd",0.362524657007154,0.207776755586063,0.11670324415158,0.573138272307813,0.561676130818402,0.667,0.396309908326041,0.22517608427616,0.594167778599762,0.568181818181818
"United Kingdom","GBR","HIC","ihd",0.627076708011181,0.32712295412936,0.205240069203087,0.521663378579081,0.627409561488385,0.667,0.454747346117687,0.258379173930504,0.681780129111974,0.568181818181818
"United Republic of Tanzania","TZA","LMIC","ihd",0.30270798658864,0.0603602997723446,0.0290324809652012,0.199401081063548,0.480986361477665,0.667,0.036835122305125,0.00613918705085416,0.0552250709222263,0.166666666666667
"United States of America","USA","HIC","ihd",0.821354331107341,0.518113376375672,0.351146693888243,0.630803730805384,0.677741031016414,0.667,0.63051159281557,0.358245223190665,0.945294741852429,0.568181818181818
"Uruguay","URY","HIC","ihd",0.691134103707634,0.315020298396651,0.16528490549202,0.455801987930712,0.524680175637144,0.667,0.360708824126026,0.204948195526151,0.540792839769154,0.568181818181818
"Uzbekistan","UZB","LMIC","ihd",0.517735855017283,0.197260609651059,0.0797779704470931,0.381006275187324,0.404429300853399,0.667,0.15246320687721,0.025410534479535,0.228580520055787,0.166666666666667
"Vanuatu","VUT","LMIC","ihd",0.278793036071244,0.0556969538803873,0.0215947962446889,0.199778856262946,0.387719520372067,0.667,0.0375746904320676,0.0062624484053446,0.0563338687137445,0.166666666666667
"Venezuela (Bolivarian Republic of)","VEN","UMIC","ihd",0.720665844635499,0.313783907892334,0.162670224931619,0.435408324437855,0.518414809810561,0.667,0.290144582707149,0.0791303407383133,0.434999374373536,0.272727272727273
"Viet Nam","VNM","LMIC","ihd",0.46479428311054,0.13433649831608,0.0579491823461867,0.289023559879137,0.431373327968087,0.667,0.0985433930326575,0.0164238988387762,0.147741218939516,0.166666666666667
"Yemen","YEM","LIC","ihd",0.41595821950187,0.148791919145956,0.0708997738898341,0.35770880864944,0.476502852418252,0.667,0.0593293223024325,0.0148323305756081,0.0889495086992991,0.25
"Zambia","ZMB","LMIC","ihd",0.390559945709518,0.0913700507917954,0.0375749421219948,0.233946291204558,0.411239151082631,0.667,0.0587153892365193,0.00978589820608654,0.0880290693201188,0.166666666666667
"Zimbabwe","ZWE","LMIC","ihd",0.425481689978016,0.137210998982385,0.0645358526083706,0.322483909917427,0.470340228458329,0.667,0.0530337458733039,0.00883895764555065,0.0795108633782667,0.166666666666667
"Afghanistan","AFG","LIC","istroke",0.530227988677882,0.240398882569673,0.0775696330870099,0.453387764703077,0.322670522665713,0.667,0.0710723020147587,0.000866735390423887,0.106555175434421,0.0121951219512195
"Albania","ALB","UMIC","istroke",0.452325961365443,0.212181007125787,0.0546817751967151,0.46908872195899,0.257712864772567,0.667,0.195807554428541,0.0611898607589192,0.293564549368128,0.3125
"Algeria","DZA","LMIC","istroke",0.481151215661976,0.223990008231285,0.0914743044832483,0.465529340756452,0.408385647224026,0.667,0.210959100203361,0.0195332500188298,0.316280510050017,0.0925925925925926
"Andorra","AND","HIC","istroke",0.669306064637308,0.455119020220317,0.27331946694578,0.679986398251065,0.600545032843209,0.667,0.617632763721633,0.270214334128214,0.925986152506196,0.4375
"Angola","AGO","LMIC","istroke",0.445495470657047,0.134025334597652,0.0658792653269848,0.300845560562001,0.491543375174227,0.667,0.0973213745446003,0.00901123838375928,0.145909107263269,0.0925925925925926
"Antigua and Barbuda","ATG","HIC","istroke",0.630296004547304,0.318543764971566,0.148568593120298,0.505387568179736,0.466399312928193,0.667,0.364926999783986,0.159655562405494,0.547116941205377,0.4375
"Argentina","ARG","UMIC","istroke",0.59892934496543,0.270161373157663,0.0982866495957028,0.451073862766327,0.363807188447861,0.667,0.281777314697076,0.0880554108428361,0.422454744673277,0.3125
"Armenia","ARM","UMIC","istroke",0.414942508647467,0.172181920101888,0.0527687709640891,0.414953677951981,0.306471033270296,0.667,0.148145146282109,0.0462953582131592,0.222106666090119,0.3125
"Australia","AUS","HIC","istroke",0.623284129748856,0.372973132285399,0.201232676175769,0.598399854069256,0.539536654940029,0.667,0.50493284494763,0.220908119664588,0.757020757042923,0.4375
"Austria","AUT","HIC","istroke",0.665869387115823,0.424598219473703,0.20799446082168,0.637659919031309,0.489861830036623,0.667,0.547476709628033,0.239521060462265,0.820804662110994,0.4375
"Azerbaijan","AZE","UMIC","istroke",0.53831941133554,0.246799635270476,0.0813422717396868,0.45846319132015,0.329588298015679,0.667,0.243931554683557,0.0762286108386115,0.365714474787941,0.3125
"Bahamas","BHS","HIC","istroke",0.653471330878008,0.351393608403314,0.148400924758233,0.537733779278702,0.422321070188348,0.667,0.421741725662389,0.184512004977295,0.632296440273446,0.4375
"Bahrain","BHR","HIC","istroke",0.468496850129875,0.259233225994119,0.124565898493061,0.553329709521537,0.480516716232535,0.667,0.394945181048922,0.172788516708904,0.592121710718025,0.4375
"Bangladesh","BGD","LMIC","istroke",0.478740448145745,0.208868534254553,0.081701525079472,0.436287627384612,0.39116243799509,0.667,0.094697229314713,0.00876826197358454,0.141974856543798,0.0925925925925926
