"location_name","iso3","cause","year","intervention","pp.cov.inc","sp.cov.inc","pp_cov","sp_cov","PP_eff","SP_eff","wb2021","location","location_ncdrisc"
"China","CHN","ihd",2050,"Scenario 3",0.7,0.7,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","ihd",2050,"Scenario 4",0.73381343510113,0.737957429730545,0.06618656489887,0.0620425702694549,0.53,0.49,"UMIC","China","China"
"China","CHN","hhd",2050,"Baseline",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2050,"Scenario 1",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2050,"Scenario 2",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2050,"Scenario 3",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","hhd",2050,"Scenario 4",NA,NA,NA,NA,0,0,"UMIC","China","China"
"China","CHN","istroke",2050,"Baseline",0.147580692,0.147580692,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2050,"Scenario 1",0.330549215267543,0.324048191712792,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2050,"Scenario 2",0.42,0.42,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2050,"Scenario 3",0.7,0.7,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","istroke",2050,"Scenario 4",0.722193389072521,0.724048191712792,0.0778066109274789,0.0759518082872083,0.55,0.49,"UMIC","China","China"
"China","CHN","hstroke",2050,"Baseline",0.147580692,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2050,"Scenario 1",0.308831652673118,NA,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2050,"Scenario 2",0.42,0.42,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2050,"Scenario 3",0.7,0.7,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
"China","CHN","hstroke",2050,"Scenario 4",0.700475826478096,0.733300877918896,0.0995241735219036,0.0666991220811037,0.37,0,"UMIC","China","China"
